Hostname,Host ID,Last Seen,First Seen,Platform,OS Version,Type,Local IP,External IP,MAC Address,Sensor Version,Host Groups,Sensor Tags,Last Logged In User Account,Prevention Policy,Sensor Update Policy,Content Update Policy,Host Retention Policy
DESKTOP-7V8N2QU,fcd32c9f9d4845df868fa546221e19bb,2025-12-09T02:01:56Z,2025-01-27T06:58:39Z,Windows,Windows 10,Workstation,10.104.186.138,110.164.235.143,c4-65-16-23-13-6f,7.27.19909.0,"Client,DisableProtection,uninstall-group","SensorGroupingTags/afdc-O1,SensorGroupingTags/Outsite,SensorGroupingTags/Client,FalconGroupingTags/DisableProtection",Aom,"DisableProtection
31 Jul 25 03:12 UTC","uninstall
09 Oct 25 07:24 UTC","platform_default
21 Apr 25 00:47 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
27 Jan 25 06:59 UTC"
DESKTOP-8004D7Q,88cd2ee5e78b485198f22d39b8d8dafc,2025-12-08T08:31:30Z,2025-05-23T05:01:53Z,Windows,Windows 10,Workstation,10.104.119.170,110.164.235.161,64-00-6a-16-44-05,7.27.19909.0,"Client,uninstall-group","SensorGroupingTags/ndsi-O9,SensorGroupingTags/Outsite,SensorGroupingTags/Client",Au,"Recommended policy
23 May 25 05:12 UTC","uninstall
09 Oct 25 02:01 UTC","platform_default
23 May 25 05:06 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
23 May 25 05:07 UTC"
DESKTOP-808U9MC,10f428e6b74849478a2e19a924363991,2025-12-09T01:21:12Z,2025-02-11T04:00:08Z,Windows,Windows 11,Workstation,169.254.190.240,182.232.45.229,50-3e-aa-da-b4-e5,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/jwc-O11,SensorGroupingTags/Outsite,SensorGroupingTags/Client",JWC,"Recommended policy
18 Jun 25 01:32 UTC","uninstall
10 Oct 25 01:17 UTC","platform_default
22 Apr 25 00:30 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
11 Feb 25 04:02 UTC"
DESKTOP-82AUIKO,6b99e0f544af4463b81a90de9b8d7067,2025-12-09T01:56:57Z,2025-02-07T04:32:03Z,Windows,Windows 10,Workstation,10.133.222.62,110.164.235.137,44-37-e6-e9-24-54,7.27.19909.0,"Client,uninstall-group","SensorGroupingTags/ndsi-O9,SensorGroupingTags/Outsite,SensorGroupingTags/Client",pc,"Recommended policy
03 Apr 25 00:57 UTC","uninstall
09 Oct 25 01:58 UTC","platform_default
17 Apr 25 00:20 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
07 Feb 25 04:35 UTC"
DESKTOP-845CJ0I,9d32ce9c7abb43e0beee4d72418d4dc3,2025-11-13T05:28:27Z,2025-01-30T04:06:20Z,Windows,Windows 11,Workstation,192.168.1.179,171.6.179.8,c4-3d-1a-db-24-14,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/afdc-O1,SensorGroupingTags/Outsite,SensorGroupingTags/Client",ADMIN,"Recommended policy
03 Apr 25 01:28 UTC","uninstall
11 Oct 25 13:36 UTC","platform_default
18 Apr 25 01:31 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
30 Jan 25 04:09 UTC"
DESKTOP-84DC5RV,ff206ab000b743abb674ab86231478b8,2025-12-09T01:43:35Z,2025-02-07T02:49:11Z,Windows,Windows 10,Workstation,10.133.223.76,110.164.235.141,c4-65-16-23-1e-cb,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/ndsi-O9,SensorGroupingTags/Outsite,SensorGroupingTags/Client",NDSI,"Recommended policy
02 Apr 25 10:19 UTC","uninstall
20 Oct 25 00:48 UTC","platform_default
18 Apr 25 02:00 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
07 Feb 25 02:50 UTC"
DESKTOP-84G23KN,6d341b54e77347e29ab1c97e02dfe4ed,2025-12-09T02:00:00Z,2025-02-04T07:28:28Z,Windows,Windows 10,Workstation,10.100.124.150,1.179.227.151,98-ee-cb-a4-fa-28,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/J1-J-B0-fl2,SensorGroupingTags/Insite,SensorGroupingTags/Client",PC,"Recommended policy
03 Apr 25 01:09 UTC","uninstall
21 Oct 25 06:29 UTC","platform_default
21 Apr 25 01:54 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
04 Feb 25 07:30 UTC"
DESKTOP-86SNPOA,898d15d9e58a43e48ae9504b6f36ae4e,2025-12-09T01:57:01Z,2025-02-13T03:07:52Z,Windows,Windows 10,Workstation,10.104.100.172,1.179.227.153,b0-83-fe-9b-7a-b0,7.27.19909.0,"Client,uninstall-group","SensorGroupingTags/RTARFHQ-J-B0-fl16,SensorGroupingTags/Insite,SensorGroupingTags/Client",Aimmy,"Recommended policy
03 Apr 25 01:21 UTC","uninstall
09 Oct 25 02:01 UTC","platform_default
21 Apr 25 01:16 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
13 Feb 25 03:10 UTC"
DESKTOP-88O6M9P,1600cdfa45af4fecac21265a9ce9138d,2025-12-09T01:36:50Z,2025-01-31T07:26:11Z,Windows,Windows 11,Workstation,10.132.8.3,171.7.85.253,cc-96-e5-42-ae-dc,7.27.19909.0,"Client,uninstall-group","SensorGroupingTags/afsc-O5,SensorGroupingTags/Outsite,SensorGroupingTags/Client",Dell,"Recommended policy
03 Apr 25 01:25 UTC","uninstall
09 Oct 25 01:57 UTC","platform_default
18 Apr 25 02:17 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
31 Jan 25 07:27 UTC"
DESKTOP-8C5O5NS,794c8ecb028d4f928d4ae27713c79ed4,2025-12-08T12:55:43Z,2025-05-26T03:18:52Z,Windows,Windows 11,Workstation,10.104.131.136,110.164.235.159,b0-83-fe-9b-69-bd,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/sscthailand-O13,SensorGroupingTags/Outsite,SensorGroupingTags/Client",,"Recommended policy
26 May 25 03:28 UTC","uninstall
09 Oct 25 02:03 UTC","platform_default
26 May 25 03:23 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
26 May 25 03:23 UTC"
DESKTOP-8C9JI40,e1587eb2cc9d4c2b861d3c36ccd75668,2025-11-21T06:36:23Z,2025-02-05T02:30:24Z,Windows,Windows 10,Workstation,192.168.1.133,61.91.211.170,ac-15-a2-47-81-63,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/mtts-O8,SensorGroupingTags/Outsite,SensorGroupingTags/Client",Tan,"Recommended policy
03 Apr 25 01:22 UTC","uninstall
09 Oct 25 02:05 UTC","platform_default
21 Apr 25 01:37 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
05 Feb 25 02:33 UTC"
DESKTOP-8CQ3CFL,c09be581792d4a33ab7bb97e8b8fbded,2025-12-09T01:54:00Z,2025-01-30T06:36:14Z,Windows,Windows 10,Workstation,10.132.52.213,83.118.88.66,40-a8-f0-64-bc-01,7.27.19909.0,"Client,uninstall-group","SensorGroupingTags/afsc-O5,SensorGroupingTags/Outsite,SensorGroupingTags/Client",Admin,"Recommended policy
03 Apr 25 05:22 UTC","uninstall
09 Oct 25 01:59 UTC","platform_default
21 Apr 25 01:17 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
30 Jan 25 06:38 UTC"
DESKTOP-8DPJBQ6,d2bd798a10f744eeacdfa948710ddab9,2025-12-06T02:20:11Z,2024-12-24T06:30:05Z,Windows,Windows 10,Workstation,10.141.104.50,161.82.210.66,10-4a-7d-a6-80-10,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/RCC-J-B7-fl12378,SensorGroupingTags/Insite,SensorGroupingTags/Client",siri,"Recommended policy
08 Apr 25 02:38 UTC","uninstall
24 Sep 25 04:32 UTC","platform_default
17 Apr 25 02:22 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
24 Dec 24 06:33 UTC"
DESKTOP-8HD0BUA,84a185b8036146c683b9b4f13116a136,2025-12-09T01:35:41Z,2025-01-28T03:21:15Z,Windows,Windows 10,Workstation,10.104.184.196,110.164.235.145,dc-4a-3e-8f-62-43,7.27.19909.0,"Client,uninstall-group","SensorGroupingTags/afdc-O1,SensorGroupingTags/Outsite,SensorGroupingTags/Client",AFDC,"Recommended policy
02 Apr 25 10:30 UTC","uninstall
09 Oct 25 05:12 UTC","platform_default
21 Apr 25 01:13 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
28 Jan 25 03:24 UTC"
DESKTOP-8IAUNFE,5e5ff47c04df450ebd7e3e1a0f84f48f,2025-12-08T09:23:02Z,2025-02-07T03:13:58Z,Windows,Windows 11,Workstation,10.114.173.151,202.176.124.177,54-14-f3-00-93-3a,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/thaindc-O10,SensorGroupingTags/Outsite,SensorGroupingTags/Client",NDC,"Recommended policy
02 Jul 25 18:43 UTC","uninstall
09 Oct 25 03:14 UTC","platform_default
24 Apr 25 07:11 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
07 Feb 25 03:21 UTC"
DESKTOP-8IU8R4S,453b37693088460b8c855532ea31dabc,2025-12-09T01:07:17Z,2025-02-07T03:34:05Z,Windows,Windows 10,Workstation,10.133.221.73,110.164.235.158,88-ae-dd-4f-24-eb,7.27.19909.0,"Client,uninstall-group","SensorGroupingTags/ndsi-O9,SensorGroupingTags/Outsite,SensorGroupingTags/Client",admin,"Recommended policy
03 Apr 25 02:03 UTC","uninstall
09 Oct 25 01:59 UTC","platform_default
17 Apr 25 01:26 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
07 Feb 25 03:40 UTC"
DESKTOP-8KCE568,58d070ece1e44dcca5c21a9d511b3317,2025-12-07T14:26:26Z,2025-10-20T08:47:01Z,Windows,Windows 11,Workstation,172.20.10.3,49.230.47.15,e0-ca-94-9f-2c-29,7.28.20008.0,"Client,uninstall-group","SensorGroupingTags/afdc-O1,SensorGroupingTags/Outsite,SensorGroupingTags/Client",afdc-88,"Recommended policy
20 Oct 25 08:50 UTC","uninstall
21 Oct 25 02:00 UTC","platform_default
20 Oct 25 08:50 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
20 Oct 25 08:50 UTC"
DESKTOP-8L66VHN,7e343a38057c4bd88077845f2151841c,2025-12-09T02:02:56Z,2025-02-06T03:10:04Z,Windows,Windows 10,Workstation,10.134.112.130,110.164.235.151,64-00-6a-6b-dd-74,7.27.19907.0,"Client,DisableProtection,uninstall-group","SensorGroupingTags/rtsd-O6,SensorGroupingTags/Outsite,SensorGroupingTags/Client,FalconGroupingTags/DisableProtection",Dell,"DisableProtection
07 Aug 25 03:22 UTC","uninstall
09 Oct 25 06:37 UTC","platform_default
17 Apr 25 01:44 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
06 Feb 25 03:12 UTC"
DESKTOP-8L6GV39,adc000b046334a67a59d2c730bf98e9c,2025-11-20T06:23:53Z,2025-02-13T04:13:44Z,Windows,Windows 11,Workstation,10.104.100.177,1.179.227.138,1c-69-7a-fa-ad-06,7.27.19909.0,"Client,DisableProtection,uninstall-group","SensorGroupingTags/RTARFHQ-J-B0-fl16,SensorGroupingTags/Insite,SensorGroupingTags/Client,FalconGroupingTags/DisableProtection",,"DisableProtection
28 Apr 25 03:37 UTC","uninstall
09 Oct 25 01:57 UTC","platform_default
17 Apr 25 02:11 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
13 Feb 25 04:18 UTC"
DESKTOP-8OTIPEI,689f9358a61b42c094fc7392e15c5edd,2025-12-08T10:02:01Z,2025-11-04T03:16:42Z,Windows,Windows 11,Workstation,192.168.1.103,1.179.227.137,14-ac-60-9f-bf-2f,7.29.20108.0,Client,"SensorGroupingTags/J1-J-B0-fl2,SensorGroupingTags/Insite,SensorGroupingTags/Client",PIYA,"Recommended policy
04 Nov 25 03:26 UTC","platform_default
14 Nov 25 07:16 UTC","platform_default
04 Nov 25 03:24 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
04 Nov 25 03:26 UTC"
DESKTOP-8OTNNSB,42a2a6bfc701445c9ea0fd7ab5a47094,2025-12-09T01:56:50Z,2025-01-30T03:06:26Z,Windows,Windows 11,Workstation,192.168.1.24,125.24.224.6,c4-3d-1a-dc-bf-f9,7.27.19909.0,"Client,uninstall-group","SensorGroupingTags/afdc-O1,SensorGroupingTags/Outsite,SensorGroupingTags/Client",ADMIN,"Recommended policy
02 Apr 25 10:13 UTC","uninstall
09 Oct 25 02:37 UTC","platform_default
17 Apr 25 01:15 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
30 Jan 25 03:10 UTC"
DESKTOP-8R8JA84,85c7a57da44242a0a4593852596820ab,2025-12-09T01:59:04Z,2025-02-04T06:50:34Z,Windows,Windows 10,Workstation,10.142.30.133,110.164.235.140,20-1e-88-01-bc-24,7.27.19909.0,"Client,uninstall-group","SensorGroupingTags/J1-J-B0-fl2,SensorGroupingTags/Insite,SensorGroupingTags/Client",Phoon,"Recommended policy
03 Apr 25 01:39 UTC","uninstall
09 Oct 25 01:59 UTC","platform_default
21 Apr 25 01:11 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
04 Feb 25 06:53 UTC"
DESKTOP-8R94S04,20e05b04001c45e183077a491837e81c,2025-12-08T08:07:33Z,2025-02-07T06:15:45Z,Windows,Windows 11,Workstation,169.254.46.39,58.8.179.32,60-e3-2b-57-be-5d,7.27.19909.0,"Client,uninstall-group","SensorGroupingTags/ndsi-O9,SensorGroupingTags/Outsite,SensorGroupingTags/Client",NDSIPC4,"Recommended policy
02 Apr 25 23:26 UTC","uninstall
09 Oct 25 01:56 UTC","platform_default
17 Apr 25 00:50 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
07 Feb 25 06:19 UTC"
DESKTOP-8SV8DSC,2a14a9ec19134254a7d7467dd928db16,2025-12-09T01:20:27Z,2025-02-05T08:24:15Z,Windows,Windows 11,Workstation,172.10.12.92,125.24.252.10,c4-3d-1a-db-3c-42,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/rdpscc-O4,SensorGroupingTags/Outsite,SensorGroupingTags/Client",UMFD-7,"Recommended policy
03 Apr 25 05:34 UTC","uninstall
10 Oct 25 02:27 UTC","platform_default
18 Apr 25 00:28 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
05 Feb 25 08:28 UTC"
DESKTOP-8TDHG0V,10c9844d6d5e4afcaa3f5305de1413e6,2025-12-08T07:37:44Z,2025-01-28T03:46:33Z,Windows,Windows 10,Workstation,10.104.184.212,110.164.235.161,f4-8e-38-93-83-01,7.27.19907.0,"Client,DisableProtection,uninstall-group","SensorGroupingTags/afdc-O1,SensorGroupingTags/Outsite,SensorGroupingTags/Client,FalconGroupingTags/DisableProtection",ADMIN,"DisableProtection
12 Nov 25 02:38 UTC","uninstall
14 Oct 25 03:39 UTC","platform_default
22 Apr 25 03:00 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
28 Jan 25 03:50 UTC"
DESKTOP-8TRQ6S2,0f49795b7aeb40f5b2ce3a2750ef2dc5,2025-12-09T01:49:50Z,2025-03-05T06:37:57Z,Windows,Windows 10,Workstation,10.142.26.58,110.164.235.143,3c-77-e6-1f-0c-e3,7.27.19909.0,"Client,uninstall-group","SensorGroupingTags/oowf-J-B10-fl2,SensorGroupingTags/Insite,SensorGroupingTags/Client",,"Recommended policy
03 Apr 25 01:56 UTC","uninstall
09 Oct 25 02:01 UTC","platform_default
21 Apr 25 01:48 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
05 Mar 25 06:41 UTC"
DESKTOP-90I5MU2,18b49e5b6e0b434ea3e2c176a00ccecf,2025-12-04T03:38:14Z,2025-02-07T03:07:54Z,Windows,Windows 11,Workstation,192.168.171.183,125.24.252.28,80-45-dd-a2-a6-2a,7.27.19909.0,"Client,uninstall-group","SensorGroupingTags/thaindc-O10,SensorGroupingTags/Outsite,SensorGroupingTags/Client",PROBOOK,"Recommended policy
02 Apr 25 10:12 UTC","uninstall
09 Oct 25 02:03 UTC","platform_default
17 Apr 25 02:16 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
07 Feb 25 03:10 UTC"
DESKTOP-915M6K1,a1c8016ca4cf46f5b6b1e13d2f5d4aab,2025-12-09T01:41:22Z,2025-09-15T02:23:45Z,Windows,Windows 10,Workstation,10.104.105.122,1.179.227.143,b0-83-fe-9b-66-1d,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/J4-J-B0-fl4,SensorGroupingTags/Insite,SensorGroupingTags/Client",-,"Recommended policy
15 Sep 25 02:27 UTC","uninstall
17 Oct 25 03:33 UTC","platform_default
15 Sep 25 02:24 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
15 Sep 25 02:25 UTC"
DESKTOP-92HHLQO,a50faef01ec741b18c7b7db06eb3ab98,2025-12-09T02:02:14Z,2025-02-13T04:06:56Z,Windows,Windows 10,Workstation,10.104.145.65,125.26.51.95,8c-ec-4b-57-59-d2,7.27.19909.0,"Client,uninstall-group","SensorGroupingTags/afaps-O7,SensorGroupingTags/Outsite,SensorGroupingTags/Client",,"Recommended policy
03 Apr 25 01:17 UTC","uninstall
09 Oct 25 01:55 UTC","platform_default
17 Apr 25 00:55 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
13 Feb 25 04:12 UTC"
DESKTOP-93I8A01,0ec46a149c614bb2a75520427210a158,2025-12-09T01:48:01Z,2025-01-21T07:08:58Z,Windows,Windows 10,Workstation,10.104.103.153,1.179.227.142,b4-2e-99-56-72-75,7.27.19909.0,"Client,uninstall-group","SensorGroupingTags/J2-J-B0-fl3,SensorGroupingTags/Insite,SensorGroupingTags/Client",AAA,"Recommended policy
03 Apr 25 00:27 UTC","uninstall
09 Oct 25 01:58 UTC","platform_default
17 Apr 25 00:34 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
21 Jan 25 07:12 UTC"
DESKTOP-95ISUB4,8a3af7a47cb3447bb748b9fb56832e40,2025-11-18T12:33:20Z,2025-11-06T17:55:13Z,Windows,Windows 10,Workstation,192.168.43.2,49.237.72.74,00-25-11-00-46-81,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/RTARFHQ-J-B0-fl16,SensorGroupingTags/Insite,SensorGroupingTags/Client",WorkPlace,"Recommended policy
06 Nov 25 18:05 UTC","uninstall
06 Nov 25 18:05 UTC","platform_default
06 Nov 25 17:59 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
06 Nov 25 18:00 UTC"
DESKTOP-96MG3A1,c651657496d44bcf91bf3c892499572f,2025-12-04T06:42:57Z,2025-02-07T06:27:54Z,Windows,Windows 11,Workstation,10.114.158.61,202.176.124.165,60-e3-2b-4e-73-39,7.27.19909.0,"Client,uninstall-group","SensorGroupingTags/thaindc-O10,SensorGroupingTags/Outsite,SensorGroupingTags/Client",NDSIPC5,"Recommended policy
03 Apr 25 01:03 UTC","uninstall
09 Oct 25 02:00 UTC","platform_default
21 Apr 25 01:52 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
07 Feb 25 06:31 UTC"
DESKTOP-98N2IL7,893b4ce082dc4732a4e034a4b480527b,2025-12-09T02:01:14Z,2025-02-04T07:46:23Z,Windows,Windows 10,Workstation,10.100.124.180,1.179.227.141,c4-65-16-a1-17-e3,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/J1-J-B0-fl2,SensorGroupingTags/Insite,SensorGroupingTags/Client",admin,"Recommended policy
03 Apr 25 01:35 UTC","uninstall
10 Oct 25 01:26 UTC","platform_default
21 Apr 25 01:37 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
04 Feb 25 07:49 UTC"
DESKTOP-991QHEE,91e4e056c41245cd99a74618b21bd9e1,2025-10-29T08:54:57Z,2025-03-05T06:33:32Z,Windows,Windows 10,Workstation,10.104.200.31,1.179.227.152,18-c0-4d-4a-1c-15,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/oowf-J-B10-fl2,SensorGroupingTags/Insite,SensorGroupingTags/Client",กจส,"Recommended policy
03 Apr 25 02:18 UTC","uninstall
14 Oct 25 06:14 UTC","platform_default
17 Apr 25 01:40 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
05 Mar 25 06:36 UTC"
DESKTOP-99J28FG,7a472ecae72048fd903e576674a76dac,2025-12-09T01:54:17Z,2025-02-19T03:21:43Z,Windows,Windows 10,Workstation,10.104.242.121,110.164.235.172,50-3e-aa-94-5a-ea,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/afdc-O1,SensorGroupingTags/Outsite,SensorGroupingTags/Client",PPCHS-290567,"Recommended policy
03 Apr 25 01:46 UTC","uninstall
09 Oct 25 07:00 UTC","platform_default
18 Apr 25 01:53 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
19 Feb 25 03:26 UTC"
DESKTOP-9C9DSD9,99243b4486b84d6788a6edbd2a21a8c1,2025-12-08T05:19:14Z,2025-02-04T07:51:39Z,Windows,Windows 11,Workstation,10.100.124.111,1.179.227.152,88-ae-dd-5a-f6-44,7.27.19909.0,"Client,uninstall-group","SensorGroupingTags/J1-J-B0-fl2,SensorGroupingTags/Insite,SensorGroupingTags/Client",UMFD-0,"Recommended policy
03 Apr 25 01:27 UTC","uninstall
09 Oct 25 01:59 UTC","platform_default
17 Apr 25 01:08 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
04 Feb 25 07:57 UTC"
DESKTOP-9EDM5JG,610d2165168f45108a76ce980c67aa8a,2025-12-03T07:08:33Z,2025-12-03T01:03:31Z,Windows,Windows 10,Workstation,10.104.145.107,125.24.252.135,44-8a-5b-64-1f-4c,7.29.20108.0,Client,"SensorGroupingTags/afaps-O7,SensorGroupingTags/Outsite,SensorGroupingTags/Client",,"Recommended policy
03 Dec 25 01:11 UTC","platform_default
Changes pending","platform_default
03 Dec 25 01:11 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
03 Dec 25 01:11 UTC"
DESKTOP-9EHPIQB,50e1bd82d98d49649136927e8c083cfc,2025-11-10T09:25:59Z,2025-06-23T01:53:54Z,Windows,Windows 10,Workstation,10.114.147.126,202.176.124.121,98-25-4a-5a-e8-38,7.27.19909.0,"Client,uninstall-group","SensorGroupingTags/thaindc-O10,SensorGroupingTags/Outsite,SensorGroupingTags/Client",ที่ปรึกษา 10 วปอ,"Recommended policy
23 Jun 25 02:22 UTC","uninstall
09 Oct 25 01:58 UTC","platform_default
23 Jun 25 01:55 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
23 Jun 25 01:58 UTC"
DESKTOP-9IGNA7T,e0aabd279cf04e578bca314d42479ad1,2025-12-03T08:18:59Z,2025-01-27T06:36:43Z,Windows,Windows 10,Workstation,10.104.186.210,110.164.235.139,f8-0f-41-4c-d7-79,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/afdc-O1,SensorGroupingTags/Outsite,SensorGroupingTags/Client",User,"Recommended policy
28 Apr 25 03:22 UTC","uninstall
14 Oct 25 03:38 UTC","platform_default
28 Apr 25 03:16 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
27 Jan 25 06:39 UTC"
DESKTOP-9LE1LDO,865b20ad5aeb406fae805cf13ff0e821,2025-12-02T08:04:25Z,2025-11-03T03:24:23Z,Windows,Windows 10,Workstation,10.104.105.116,1.179.227.137,88-51-fb-82-90-84,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/J4-J-B0-fl4,SensorGroupingTags/Insite,SensorGroupingTags/Client",,"Recommended policy
03 Nov 25 03:27 UTC","uninstall
03 Nov 25 03:32 UTC","platform_default
03 Nov 25 03:26 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
03 Nov 25 03:27 UTC"
DESKTOP-9LE1LDO,e2eab6bae1cb43b29814d7ceb8bd05c5,2025-12-08T08:50:40Z,2025-12-03T01:52:15Z,Windows,Windows 10,Workstation,10.104.105.117,1.179.227.138,88-51-fb-82-8e-64,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/J4-J-B0-fl4,SensorGroupingTags/Insite,SensorGroupingTags/Client",,"Recommended policy
03 Dec 25 01:59 UTC","uninstall
03 Dec 25 02:05 UTC","platform_default
03 Dec 25 01:58 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
03 Dec 25 01:59 UTC"
DESKTOP-9NQB5O7,213af7877b5746389ac2b87aacf83509,2025-12-08T08:35:30Z,2025-02-07T02:32:51Z,Windows,Windows 10,Workstation,10.133.223.149,110.164.235.138,c4-65-16-23-ba-47,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/ndsi-O9,SensorGroupingTags/Outsite,SensorGroupingTags/Client",Admin,"Recommended policy
04 Apr 25 06:21 UTC","uninstall
14 Oct 25 01:56 UTC","platform_default
24 Apr 25 02:45 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
07 Feb 25 02:36 UTC"
DESKTOP-9T2BNE2,12428643b4a74818873876c81d0afceb,2025-12-09T01:57:21Z,2025-02-07T03:59:54Z,Windows,Windows 11,Workstation,10.134.48.113,110.164.235.166,dc-4b-a1-00-1f-b6,7.27.19909.0,"Client,uninstall-group","SensorGroupingTags/thaindc-O10,SensorGroupingTags/Outsite,SensorGroupingTags/Client",user,"Recommended policy
03 Apr 25 00:19 UTC","uninstall
09 Oct 25 01:56 UTC","platform_default
17 Apr 25 00:42 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
07 Feb 25 04:01 UTC"
DESKTOP-9TGV661,2a4e1e6ccbfa4bd0884b9a26a21353ab,2025-12-08T08:50:37Z,2025-02-07T03:36:49Z,Windows,Windows 10,Workstation,10.133.221.75,110.164.235.160,c4-65-16-23-ba-3b,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/ndsi-O9,SensorGroupingTags/Outsite,SensorGroupingTags/Client",NDSI_M,"Recommended policy
03 Apr 25 03:16 UTC","uninstall
15 Oct 25 04:00 UTC","platform_default
17 Apr 25 00:53 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
07 Feb 25 03:37 UTC"
DESKTOP-9U0M3GO,8fe8abc4534a4d6887035668bd06ee61,2025-12-09T01:29:59Z,2025-02-13T03:05:07Z,Windows,Windows 10,Workstation,10.104.100.216,1.179.227.137,b0-83-fe-9b-65-38,7.27.19909.0,"Client,uninstall-group","SensorGroupingTags/RTARFHQ-J-B0-fl16,SensorGroupingTags/Insite,SensorGroupingTags/Client",,"Recommended policy
03 Apr 25 01:01 UTC","uninstall
09 Oct 25 02:00 UTC","platform_default
17 Apr 25 01:16 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
13 Feb 25 03:11 UTC"
DESKTOP-9VMG8QV,e2aab5749b7740398838c670b1528426,2025-12-09T01:15:25Z,2025-02-10T03:17:59Z,Windows,Windows 11,Workstation,10.130.208.166,110.164.235.157,d0-8e-79-00-4e-04,7.27.19907.0,"Client,uninstall-group","SensorGroupingTags/J6-J-B7-fl456,SensorGroupingTags/Insite,SensorGroupingTags/Client",A,"Recommended policy
23 May 25 03:46 UTC","uninstall
10 Oct 25 01:54 UTC","platform_default
18 Apr 25 00:56 UTC","Default Policy (Windows, Linux, Mac, ChromeOS, K8S)
10 Feb 25 03:20 UTC"
